Current(A),Voltage(V),Temperature (C)_1,SOC
-0.049994614,3.289919615,26.47550774,81.0
-0.049991097,3.289919615,26.47550774,81.0
-0.049987577,3.290227413,26.5196743,81.0
-0.049994614,3.289919615,26.47550774,81.0
-0.049994614,3.289919615,26.45850563,81.0
-0.049994614,3.289919615,26.45850563,81.0
-0.049991097,3.289919615,26.45850563,81.0
-0.049991097,3.289919615,26.45850563,81.0
-0.049994614,3.289919615,26.53325844,81.0
-0.049994614,3.289919615,26.50267601,81.0
-0.049991097,3.289919615,26.4279213,81.0
-0.049994614,3.289611816,26.53325844,81.0
-0.049991097,3.289919615,26.53325844,81.0
-0.049991097,3.289919615,26.50267601,81.0
-0.049998134,3.289919615,26.4279213,81.0
-0.049991097,3.289919615,26.50267601,81.0
-0.049991097,3.289919615,26.50267601,81.0
-0.049994614,3.289611816,26.577425,81.0
-0.049991097,3.289919615,26.62159348,81.0
-0.049994614,3.289611816,26.50267601,81.0
-0.049994614,3.289919615,26.62159348,81.0
-0.049991097,3.289919615,26.62159348,81.0
-0.049991097,3.289919615,26.51626205,81.0
-0.049991097,3.289919615,26.69633293,81.0
-0.049994614,3.289611816,26.56043625,81.0
-0.049991097,3.289611816,26.56043625,81.0
-0.049994614,3.289304256,26.51626205,81.0
-0.049994614,3.289611816,26.56043625,81.0
-0.049994614,3.289919615,26.52985764,81.0
-0.049994614,3.289304256,26.60460472,81.0
-0.049994614,3.289304256,26.52985764,81.0
-0.049994614,3.289919615,26.67934608,81.0
-0.049994614,3.289611816,26.56043625,81.0
-0.049991097,3.289919615,26.52985764,81.0
-0.049991097,3.289611816,26.63518143,81.0
-0.049994614,3.289611816,26.45510292,81.0
-0.049994614,3.289304256,26.52985764,81.0
-0.049991097,3.289919615,26.52985764,81.0
-0.049994614,3.289611816,26.60460472,81.0
-0.049994614,3.289611816,26.60460472,81.0
-0.049991097,3.289611816,26.56043625,81.0
-0.049991097,3.289611816,26.60460472,81.0
-0.049994614,3.289611816,26.45510292,81.0
-0.049980536,3.289304256,26.48568344,81.0
-0.049994614,3.289304256,26.56043625,81.0
-0.049991097,3.289611816,26.48568344,81.0
-0.050001655,3.289304256,26.45510292,81.0
-0.049998134,3.289304256,26.59101295,81.0
-0.049994614,3.289611816,26.51626205,81.0
-0.049987577,3.289611816,26.51626205,81.0
-0.049991097,3.289304256,26.66575623,81.0
-0.049994614,3.289611816,26.54684448,81.0
-0.049994614,3.288996458,26.59101295,81.0
-0.049991097,3.289611816,26.50267601,81.0
-0.049987577,3.289611816,26.41092873,81.0
-0.049991097,3.289611816,26.577425,81.0
-0.049994614,3.289304256,26.54684448,81.0
-0.049991097,3.289611816,26.577425,81.0
-0.049991097,3.289611816,26.577425,81.0
-0.049991097,3.289304256,26.50267601,81.0
-0.049991097,3.289611816,26.54684448,81.0
-0.049991097,3.289304256,26.47209358,81.0
-0.049994614,3.289304256,26.50267601,81.0
-0.049991097,3.289304256,26.4279213,81.0
-0.049991097,3.289304256,26.50267601,81.0
-0.049991097,3.289304256,26.50267601,81.0
-0.049994614,3.289304256,26.60800362,81.0
-0.049994614,3.289304256,26.45850563,81.0
-0.049994614,3.288996458,26.577425,81.0
-0.049994614,3.288996458,26.577425,81.0
-0.049994614,3.288996458,26.50267601,81.0
-0.049994614,3.289304256,26.4279213,81.0
-0.049991097,3.289611816,26.50267601,81.0
-0.049991097,3.288996458,26.53325844,81.0
-0.049991097,3.288996458,26.53325844,81.0
-0.050001655,3.288996458,26.53325844,81.0
-0.049991097,3.289304256,26.53325844,81.0
-0.049991097,3.289304256,26.53325844,81.0
-0.049994614,3.289304256,26.50267601,81.0
-0.049994614,3.288996458,26.50267601,81.0
-0.049994614,3.289304256,26.53325844,81.0
-0.049991097,3.289304256,26.30898285,81.0
-0.049994614,3.288996458,26.38374901,81.0
-0.049991097,3.289304256,26.45850563,81.0
-0.049991097,3.288996458,26.48908997,81.0
-0.049994614,3.288996458,26.44492149,81.0
-0.049994614,3.288996458,26.44492149,81.0
-0.049994614,3.28868866,26.47550774,81.0
-0.049994614,3.288996458,26.44492149,81.0
-0.049994614,3.288996458,26.47550774,81.0
-0.049994614,3.288996458,26.58084297,81.0
-0.049991097,3.288996458,26.44492149,81.0
-0.049994614,3.288996458,26.43133736,81.0
-0.050005171,3.288996458,26.46192741,81.0
-0.049998134,3.288996458,26.53668022,81.0
-0.049998134,3.288996458,26.52310371,81.0
-0.049994614,3.288996458,26.46192741,81.0
-0.049991097,3.288996458,26.49251556,81.0
-0.049998134,3.288996458,26.38716888,81.0
-0.049994614,3.288996458,26.52310371,81.0
-0.049991097,3.288996458,26.47894287,81.0
-0.049991097,3.288996458,26.52310371,81.0
-0.049991097,3.288996458,26.58428001,81.0
-0.049991097,3.28868866,26.55369377,81.0
-0.049991097,3.288996458,26.50953102,81.0
-0.049994614,3.288996458,26.50953102,81.0
-0.049998134,3.28868866,26.50953102,81.0
-0.049991097,3.288996458,26.47894287,81.0
-0.049991097,3.288996458,26.54012108,81.0
-0.049991097,3.288996458,26.47894287,81.0
-0.049991097,3.288996458,26.50953102,81.0
-0.049991097,3.28868866,26.47894287,81.0
-0.049991097,3.288996458,26.50953102,81.0
-0.049991097,3.288996458,26.61486816,81.0
-0.049994614,3.28868866,26.64545822,81.0
-0.050001655,3.28868866,26.39061356,81.0
-0.049994614,3.28868866,26.61486816,81.0
-0.049991097,3.28868866,26.54012108,81.0
-0.049991097,3.28868866,26.54012108,81.0
-0.049991097,3.28868866,26.64545822,81.0
-0.049991097,3.28868866,26.54012108,81.0
-0.049994614,3.28868866,26.57071304,81.0
-0.050005171,3.288996458,26.61486816,81.0
-0.049994614,3.28868866,26.50953102,81.0
-0.049991097,3.288996458,26.57071304,81.0
-0.050001655,3.28868866,26.54012108,81.0
-0.049991097,3.28868866,26.54012108,81.0
-0.049991097,3.28868866,26.54012108,81.0
-0.049991097,3.28868866,26.57071304,81.0
-0.049994614,3.28868866,26.54012108,81.0
-0.049994614,3.288996458,26.43477821,81.0
-0.049991097,3.28868866,26.61486816,81.0
-0.049991097,3.28868866,26.50953102,81.0
-0.049994614,3.28868866,26.61486816,81.0
-0.049991097,3.28868866,26.47894287,81.0
-0.049987577,3.288996458,26.55369377,81.0
-0.049987577,3.28868866,26.55369377,81.0
-0.049991097,3.28868866,26.55369377,81.0
-0.049994614,3.28868866,26.49251556,81.0
-0.049994614,3.28868866,26.53668022,81.0
-0.049991097,3.288996458,26.38716888,81.0
-0.049994614,3.28868866,26.50609398,81.0
-0.049991097,3.28868866,26.44492149,81.0
-0.049994614,3.28868866,26.55025864,81.0
-0.049991097,3.28868866,26.47550774,81.0
-0.049994614,3.28868866,26.44492149,81.0
-0.049987577,3.28868866,26.5196743,81.0
-0.049991097,3.28868866,26.47550774,81.0
-0.049991097,3.28868866,26.5196743,81.0
-0.049994614,3.28868866,26.45850563,81.0
-0.049991097,3.28868866,26.38374901,81.0
-0.049991097,3.288380861,26.41433334,81.0
-0.049994614,3.28868866,26.5196743,81.0
-0.049991097,3.288380861,26.53325844,81.0
-0.049991097,3.28868866,26.38374901,81.0
-0.049991097,3.28868866,26.53325844,81.0
-0.049991097,3.28868866,26.45850563,81.0
-0.049987577,3.28868866,26.4279213,81.0
-0.049994614,3.28868866,26.4279213,81.0
-0.049994614,3.28868866,26.38374901,81.0
-0.049991097,3.288380861,26.50267601,81.0
-0.049991097,3.288380861,26.4279213,81.0
-0.049991097,3.28868866,26.50267601,81.0
-0.049991097,3.28868866,26.53325844,81.0
-0.049994614,3.288380861,26.50267601,81.0
-0.049991097,3.28868866,26.53325844,81.0
-0.049991097,3.288996458,26.50267601,81.0
-0.049991097,3.28868866,26.50267601,81.0
-0.049987577,3.288380861,26.50267601,81.0
-0.049994614,3.288380861,26.50267601,81.0
-0.049987577,3.28868866,26.47209358,81.0
-0.049991097,3.28868866,26.577425,81.0
-0.049991097,3.28868866,26.44150925,81.0
-0.049994614,3.28868866,26.62159348,81.0
-0.049998134,3.28868866,26.51626205,81.0
-0.049991097,3.28868866,26.63518143,81.0
-0.049991097,3.28868866,26.63518143,81.0
-0.049994614,3.288380861,26.41092873,81.0
-0.049994614,3.288380861,26.60460472,81.0
-0.049994614,3.288380861,26.52985764,81.0
-0.049998134,3.288073063,26.57402992,81.0
-0.049994614,3.28868866,26.57402992,81.0
-0.049991097,3.288380861,26.60460472,81.0
-0.049991097,3.28868866,26.57402992,81.0
-0.049994614,3.288380861,26.67934608,81.0
-0.049998134,3.288073063,26.60460472,81.0
-0.049994614,3.28868866,26.57402992,81.0
-0.049994614,3.288380861,26.57402992,81.0
-0.049991097,3.28868866,26.57402992,81.0
-0.049984057,3.288380861,26.57402992,81.0
-0.049994614,3.288380861,26.61820221,81.0
-0.049994614,3.288073063,26.58762741,81.0
-0.049994614,3.288380861,26.54345512,81.0
-0.049994614,3.288380861,26.51288033,81.0
-0.049994614,3.288380861,26.60460472,81.0
-0.049994614,3.288380861,26.57402992,81.0
-0.049994614,3.288380861,26.42452431,81.0
-0.049987577,3.288380861,26.67934608,81.0
-0.049991097,3.288380861,26.61820221,81.0
-0.049994614,3.288073063,26.54345512,81.0
-0.049998134,3.288073063,26.6487751,81.0
-0.049991097,3.288380861,26.57402992,81.0
-0.049994614,3.288380861,26.6487751,81.0
-0.049994614,3.288380861,26.6487751,81.0
-0.049994614,3.288380861,26.61820221,81.0
-0.049991097,3.288380861,26.49928093,81.0
-0.049994614,3.288380861,26.46870422,81.0
-0.049994614,3.28868866,26.57402992,81.0
-0.049994614,3.288073063,26.57402992,81.0
-0.049994614,3.288380861,26.60460472,81.0
-0.049994614,3.288073063,26.6487751,81.0
-0.049994614,3.288073063,26.6487751,81.0
-0.049994614,3.288380861,26.60460472,81.0
-0.049994614,3.288073063,26.6487751,81.0
-0.049994614,3.288380861,26.6487751,81.0
-0.049994614,3.288073063,26.57402992,81.0
-0.049998134,3.288073063,26.57402992,81.0
-0.049991097,3.28868866,26.57402992,81.0
-0.049991097,3.288380861,26.52985764,81.0
-0.049991097,3.288380861,26.49928093,81.0
-0.049994614,3.288073063,26.60460472,81.0
-0.049998134,3.288073063,26.52985764,81.0
-0.049991097,3.288073063,26.52985764,81.0
-0.049994614,3.288380861,26.56043625,81.0
-0.049991097,3.288380861,26.52985764,81.0
-0.049991097,3.288380861,26.59101295,81.0
-0.049994614,3.288380861,26.59101295,81.0
-0.049998134,3.288073063,26.44150925,81.0
-0.049994614,3.288380861,26.54684448,81.0
-0.049987577,3.288380861,26.54684448,81.0
-0.049991097,3.288073063,26.47209358,81.0
-0.049994614,3.288073063,26.44150925,81.0
-0.049994614,3.288073063,26.47209358,81.0
-0.049994614,3.288073063,26.47209358,81.0
-0.049998134,3.287765265,26.39733696,80.0
-0.049998134,3.287765265,26.47209358,80.0
-0.049991097,3.288073063,26.50267601,81.0
-0.049991097,3.288073063,26.65217209,81.0
-0.049991097,3.288073063,26.50267601,81.0
-0.049991097,3.288073063,26.47209358,81.0
-0.049994614,3.288073063,26.60800362,81.0
-0.049994614,3.288073063,26.4279213,81.0
-0.049998134,3.288073063,26.577425,81.0
-0.049994614,3.287765265,26.60800362,80.0
-0.049991097,3.288073063,26.50267601,81.0
-0.049994614,3.287765265,26.50267601,80.0
-0.049998134,3.287765265,26.577425,80.0
-0.049994614,3.288073063,26.4279213,81.0
-0.049998134,3.288073063,26.50267601,81.0
-0.049987577,3.288073063,26.50267601,81.0
-0.049994614,3.287765265,26.45850563,80.0
-0.049991097,3.288073063,26.45850563,81.0
-0.049994614,3.288073063,26.50267601,81.0
-0.049994614,3.287765265,26.38374901,80.0
-0.049994614,3.288073063,26.577425,81.0
-0.049994614,3.287765265,26.4279213,80.0
-0.049994614,3.288073063,26.45850563,81.0
-0.049991097,3.288073063,26.4279213,81.0
-0.049994614,3.288073063,26.4279213,81.0
-0.049994614,3.287765265,26.4279213,80.0
-0.049994614,3.288073063,26.53325844,81.0
-0.050005171,3.288073063,26.53325844,81.0
-0.049994614,3.288073063,26.56383896,81.0
-0.049994614,3.287765265,26.45850563,80.0
-0.049991097,3.288073063,26.45850563,81.0
-0.049994614,3.288073063,26.577425,81.0
-0.049994614,3.288073063,26.577425,81.0
-0.050012212,3.287765265,26.4279213,80.0
-0.049987577,3.288380861,26.4279213,81.0
-0.049994614,3.287765265,26.53325844,80.0
-0.049987577,3.287765265,26.45850563,80.0
-0.049994614,3.287765265,26.4279213,80.0
-0.049994614,3.288073063,26.38374901,81.0
-0.049994614,3.287765265,26.45850563,80.0
-0.049994614,3.287765265,26.577425,80.0
-0.049991097,3.287765265,26.53325844,80.0
-0.049994614,3.287765265,26.50267601,80.0
-0.049994614,3.287457466,26.53325844,80.0
-0.049994614,3.287765265,26.53325844,80.0
-0.049994614,3.287765265,26.53325844,80.0
-0.049991097,3.288073063,26.4279213,81.0
-0.049991097,3.287765265,26.30898285,80.0
-0.049991097,3.287765265,26.53325844,80.0
-0.049994614,3.287765265,26.45850563,80.0
-0.049994614,3.287765265,26.45850563,80.0
-0.049991097,3.287765265,26.4279213,80.0
-0.049994614,3.287457466,26.53325844,80.0
-0.049994614,3.287765265,26.50267601,80.0
-0.049991097,3.288073063,26.50267601,81.0
-0.049991097,3.287457466,26.53325844,80.0
-0.050008692,3.287457466,26.45850563,80.0
-0.049994614,3.287765265,26.38374901,80.0
-0.049994614,3.287457466,26.53325844,80.0
-0.049991097,3.287765265,26.50267601,80.0
-0.049991097,3.287765265,26.4279213,80.0
-0.049998134,3.287765265,26.60800362,80.0
-0.049991097,3.288073063,26.4279213,81.0
-0.049991097,3.287765265,26.60800362,80.0
-0.049994614,3.287765265,26.50267601,80.0
-0.049991097,3.287765265,26.577425,80.0
-0.049991097,3.287765265,26.47209358,80.0
-0.049991097,3.287457466,26.51626205,80.0
-0.049994614,3.287765265,26.56043625,80.0
-0.049991097,3.287765265,26.48568344,80.0
-0.049991097,3.287765265,26.59101295,80.0
-0.049998134,3.287457466,26.66575623,80.0
-0.049994614,3.287765265,26.52985764,80.0
-0.049991097,3.287765265,26.42452431,80.0
-0.049994614,3.287765265,26.52985764,80.0
-0.049991097,3.287765265,26.57402992,80.0
-0.049994614,3.287457466,26.69294167,80.0
-0.049994614,3.287457466,26.61820221,80.0
-0.049994614,3.287457466,26.55705261,80.0
-0.049998134,3.287149668,26.58762741,80.0
-0.049994614,3.287765265,26.3905735,80.0
-0.049991097,3.287765265,26.54008102,80.0
-0.049994614,3.287457466,26.54008102,80.0
-0.049994614,3.287765265,26.57065392,80.0
-0.049998134,3.287457466,26.44836426,80.0
-0.049991097,3.287457466,26.47893715,80.0
-0.049994614,3.287457466,26.55368996,80.0
-0.049994614,3.287457466,26.41779327,80.0
-0.049991097,3.287765265,26.34303284,80.0
-0.049994614,3.287457466,26.56729889,80.0
-0.049994614,3.287457466,26.4925499,80.0
-0.049998134,3.287457466,26.53673363,80.0
-0.049994614,3.287457466,26.68622017,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049991097,3.287457466,26.55034828,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049991097,3.287457466,26.53673363,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049994614,3.287457466,26.53673363,80.0
-0.049991097,3.287457466,26.41779327,80.0
-0.049994614,3.287457466,26.38722229,80.0
-0.049994614,3.287457466,26.41779327,80.0
-0.049991097,3.287457466,26.46198082,80.0
-0.049991097,3.287457466,26.56729889,80.0
-0.049991097,3.287457466,26.52312088,80.0
-0.049987577,3.287457466,26.34303284,80.0
-0.049994614,3.287457466,26.41779327,80.0
-0.049994614,3.287457466,26.44836426,80.0
-0.049991097,3.287457466,26.32942009,80.0
-0.049991097,3.287457466,26.37360764,80.0
-0.049991097,3.287457466,26.49590492,80.0
-0.049991097,3.287457466,26.46533012,80.0
-0.049991097,3.287457466,26.37696838,80.0
-0.049991097,3.287457466,26.407547,80.0
-0.049991097,3.287457466,26.54345512,80.0
-0.049991097,3.287149668,26.49928093,80.0
-0.049994614,3.287149668,26.57402992,80.0
-0.049994614,3.287149668,26.45510292,80.0
-0.049991097,3.287149668,26.48568344,80.0
-0.049998134,3.287457466,26.48568344,80.0
-0.049991097,3.287457466,26.41092873,80.0
-0.049991097,3.287457466,26.51626205,80.0
-0.049991097,3.287457466,26.4279213,80.0
-0.049994614,3.287457466,26.50267601,80.0
-0.049994614,3.287149668,26.35316277,80.0
-0.049994614,3.287149668,26.35316277,80.0
-0.049991097,3.287457466,26.35316277,80.0
-0.049994614,3.287149668,26.2783947,80.0
-0.049987577,3.287457466,26.30898285,80.0
-0.049991097,3.287149668,26.41433334,80.0
-0.049991097,3.287149668,26.22062874,80.0
-0.049994614,3.287149668,26.26480675,80.0
-0.049994614,3.287149668,26.2953968,80.0
-0.049991097,3.287149668,26.52310371,80.0
-0.049991097,3.287457466,26.47894287,80.0
-0.049991097,3.287149668,26.40418816,80.0
-0.049994614,3.287149668,26.36001968,80.0
-0.049991097,3.287149668,26.54012108,80.0
-0.049994614,3.286841869,26.42120934,80.0
-0.049991097,3.287457466,26.49596405,80.0
-0.049991097,3.287457466,26.49596405,80.0
-0.049991097,3.287149668,26.45180321,80.0
-0.049994614,3.287149668,26.52655602,80.0
-0.049991097,3.287149668,26.54358864,80.0
-0.049991097,3.287149668,26.61833382,80.0
-0.049991097,3.287149668,26.46883392,80.0
-0.049991097,3.287149668,26.61833382,80.0
-0.049994614,3.287149668,26.64892769,80.0
-0.049991097,3.287149668,26.57418251,80.0
-0.049994614,3.287149668,26.53002739,80.0
-0.049991097,3.287149668,26.67951965,80.0
-0.049994614,3.287149668,26.59122086,80.0
-0.049994614,3.287149668,26.44171906,80.0
-0.049991097,3.287457466,26.72715187,80.0
-0.049991097,3.287149668,26.74420166,80.0
-0.049991097,3.287149668,26.74420166,80.0
-0.049991097,3.287149668,26.59472084,80.0
-0.049994614,3.287149668,26.59472084,80.0
-0.049987577,3.287457466,26.95484543,80.0
-0.049991097,3.287149668,26.80539322,80.0
-0.049991097,3.286841869,26.62532043,80.0
-0.049987577,3.287457466,26.835989,80.0
-0.049991097,3.287149668,26.91071701,80.0
-0.049991097,3.287149668,26.68652344,80.0
-0.049991097,3.287149668,26.76125908,80.0
-0.049987577,3.287149668,26.76125908,80.0
-0.049994614,3.287149668,26.76125908,80.0
-0.049987577,3.287149668,26.61177826,80.0
-0.049984057,3.287149668,26.52349281,80.0
-0.049991097,3.286841869,26.64237976,80.0
-0.049991097,3.287149668,26.5982399,80.0
-0.049991097,3.287149668,26.82245255,80.0
-0.049994614,3.286841869,26.65944862,80.0
-0.049991097,3.287149668,26.73418617,80.0
-0.049991097,3.286841869,26.58470535,80.0
-0.049994614,3.286841869,26.65944862,80.0
-0.049994614,3.286841869,26.50995827,80.0
-0.049991097,3.287149668,26.5405674,80.0
-0.050001655,3.287149668,26.50995827,80.0
-0.049994614,3.286841869,26.50995827,80.0
-0.049991097,3.286841869,26.50995827,80.0
-0.049994614,3.287149668,26.5405674,80.0
-0.049994614,3.286841869,26.5405674,80.0
-0.049994614,3.286841869,26.5405674,80.0
-0.049994614,3.286841869,26.5405674,80.0
-0.049991097,3.286841869,26.57117462,80.0
-0.049991097,3.286841869,26.2279892,80.0
-0.049994614,3.287149668,26.28922844,80.0
-0.049987577,3.287149668,26.63239479,80.0
-0.049998134,3.287149668,26.39461327,80.0
-0.049994614,3.286841869,26.72421837,80.0
-0.049991097,3.286841869,26.20093346,80.0
-0.049991097,3.287149668,26.09553337,80.0
-0.049991097,3.286841869,26.51708031,80.0
-0.049991097,3.286841869,26.26218033,80.0
-0.049994614,3.287149668,26.54769707,80.0
-0.049994614,3.286841869,26.63595772,80.0
-0.049994614,3.286841869,26.26218033,80.0
-0.049994614,3.286841869,26.57831383,80.0
-0.049991097,3.286841869,26.41170502,80.0
-0.049994614,3.286841869,26.47294235,80.0
-0.049991097,3.286841869,26.54769707,80.0
-0.049991097,3.286841869,26.39818573,80.0
-0.049987577,3.286841869,26.62244225,80.0
-0.049991097,3.286841869,26.6530571,80.0
-0.049991097,3.287149668,26.36756706,80.0
-0.049991097,3.287149668,26.84665108,80.0
-0.049991097,3.287149668,26.36756706,80.0
-0.049994614,3.287149668,26.86016273,80.0
-0.049991097,3.287149668,26.78543472,80.0
-0.049998134,3.286841869,26.7548275,80.0
-0.049991097,3.286841869,26.68008804,80.0
-0.049994614,3.286841869,26.69360924,80.0
-0.049991097,3.286841869,26.88719749,80.0
-0.049987577,3.286841869,26.8565979,80.0
-0.049987577,3.287149668,26.66300011,80.0
-0.049994614,3.286841869,26.88719749,80.0
-0.049991097,3.286841869,26.60178375,80.0
-0.049994614,3.286841869,26.60178375,80.0
-0.049994614,3.286841869,26.61531448,80.0
-0.049991097,3.286841869,26.60178375,80.0
-0.049987577,3.286841869,26.76478958,80.0
-0.049994614,3.286841869,26.61531448,80.0
-0.049991097,3.287149668,26.83952332,80.0
-0.049994614,3.286534071,26.61531448,80.0
-0.049994614,3.286841869,26.88364983,80.0
-0.049973499,3.286534071,26.88364983,80.0
-0.049987577,3.286841869,26.85305214,80.0
-0.049994614,3.286534071,26.88364983,80.0
-0.049998134,3.286534071,26.95837212,80.0
-0.049998134,3.286534071,26.94131088,80.0
-0.049994614,3.286841869,26.94131088,80.0
-0.049994614,3.286841869,26.76125908,80.0
-0.049991097,3.286841869,26.95484543,80.0
-0.049987577,3.286841869,26.88012314,80.0
-0.049991097,3.286841869,26.95484543,80.0
-0.049994614,3.286841869,26.8936615,80.0
-0.049994614,3.286841869,26.75774765,80.0
-0.049991097,3.286841869,26.8018837,80.0
-0.050001655,3.286841869,26.72715187,80.0
-0.049991097,3.286841869,26.696558,80.0
-0.050001655,3.286534071,26.71010971,80.0
-0.049991097,3.286534071,26.71010971,80.0
-0.049994614,3.286841869,26.67951965,80.0
-0.049991097,3.286841869,26.61833382,80.0
-0.050001655,3.286534071,26.69307518,80.0
-0.049991097,3.286534071,26.69307518,80.0
-0.049994614,3.286534071,26.69307518,80.0
-0.049994614,3.286534071,26.73722076,80.0
-0.049994614,3.286841869,26.73722076,80.0
-0.049991097,3.286534071,26.70663261,80.0
-0.049998134,3.286534071,26.75078392,80.0
-0.049994614,3.286534071,26.61486816,80.0
-0.049994614,3.286534071,26.72019958,80.0
-0.049991097,3.286534071,26.61486816,80.0
-0.049991097,3.286534071,26.68961143,80.0
-0.049994614,3.286534071,26.70318222,80.0
-0.049991097,3.286841869,26.67259598,80.0
-0.049998134,3.286534071,26.67259598,80.0
-0.049998134,3.286534071,26.58084297,80.0
-0.049994614,3.286841869,26.55025864,80.0
-0.049994614,3.286534071,26.62500381,80.0
-0.049994614,3.286841869,26.48908997,80.0
-0.049994614,3.286534071,26.5196743,80.0
-0.049991097,3.286841869,26.56383896,80.0
-0.049994614,3.286534071,26.53325844,80.0
-0.049998134,3.286534071,26.50267601,80.0
-0.049994614,3.286841869,26.577425,80.0
-0.049998134,3.286534071,26.577425,80.0
-0.049994614,3.286534071,26.68274879,80.0
-0.049994614,3.286534071,26.50267601,80.0
-0.049994614,3.286534071,26.577425,80.0
-0.049994614,3.286534071,26.60800362,80.0
-0.049994614,3.286534071,26.577425,80.0
-0.049991097,3.286534071,26.68274879,80.0
-0.049991097,3.286841869,26.60800362,80.0
-0.049994614,3.286534071,26.60800362,80.0
-0.049994614,3.286534071,26.50267601,80.0
-0.049991097,3.286534071,26.577425,80.0
-0.049994614,3.286841869,26.50267601,80.0
-0.049994614,3.286534071,26.50267601,80.0
-0.049991097,3.286841869,26.54684448,80.0
-0.049994614,3.286841869,26.50267601,80.0
-0.049991097,3.286534071,26.50267601,80.0
-0.049998134,3.286534071,26.54684448,80.0
-0.049991097,3.286534071,26.47209358,80.0
-0.049994614,3.286534071,26.50267601,80.0
-0.049991097,3.286534071,26.65217209,80.0
-0.049994614,3.286841869,26.65217209,80.0
-0.049991097,3.286841869,26.54684448,80.0
-0.049994614,3.286534071,26.577425,80.0
-0.049994614,3.286534071,26.65217209,80.0
-0.049991097,3.286534071,26.47209358,80.0
-0.049991097,3.286534071,26.65217209,80.0
-0.049991097,3.286534071,26.65217209,80.0
-0.049991097,3.286534071,26.54684448,80.0
-0.049994614,3.286534071,26.63518143,80.0
-0.049994614,3.286534071,26.56043625,80.0
-0.049991097,3.286226511,26.48568344,80.0
-0.049991097,3.286534071,26.63518143,80.0
-0.049991097,3.286534071,26.59101295,80.0
-0.049998134,3.286226511,26.56043625,80.0
-0.049994614,3.286534071,26.52985764,80.0
-0.049994614,3.286226511,26.56043625,80.0
-0.049994614,3.286226511,26.67934608,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049991097,3.286534071,26.60460472,80.0
-0.049991097,3.286534071,26.67934608,80.0
-0.049991097,3.286226511,26.52985764,80.0
-0.049991097,3.286534071,26.67934608,80.0
-0.049991097,3.286534071,26.63518143,80.0
-0.049991097,3.286534071,26.60460472,80.0
-0.049994614,3.286226511,26.56043625,80.0
-0.049994614,3.286534071,26.67934608,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049991097,3.286534071,26.52985764,80.0
-0.049994614,3.286534071,26.67934608,80.0
-0.049991097,3.286534071,26.56043625,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049991097,3.286226511,26.67934608,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049991097,3.286534071,26.60460472,80.0
-0.049987577,3.286534071,26.52985764,80.0
-0.049991097,3.286534071,26.49928093,80.0
-0.049991097,3.286534071,26.67934608,80.0
-0.049994614,3.286226511,26.67934608,80.0
-0.049998134,3.286226511,26.60460472,80.0
-0.049987577,3.286534071,26.60460472,80.0
-0.049991097,3.286534071,26.60460472,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049994614,3.286226511,26.6487751,80.0
-0.049991097,3.286226511,26.67934608,80.0
-0.049991097,3.286226511,26.60460472,80.0
-0.049994614,3.286226511,26.49928093,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049991097,3.286226511,26.67934608,80.0
-0.049991097,3.286226511,26.6487751,80.0
-0.049991097,3.286534071,26.67934608,80.0
-0.049994614,3.286226511,26.60460472,80.0
-0.049994614,3.286534071,26.6487751,80.0
-0.049998134,3.286226511,26.6487751,80.0
-0.049991097,3.286226511,26.6487751,80.0
-0.049994614,3.286226511,26.72351265,80.0
-0.049994614,3.286226511,26.54345512,80.0
-0.049994614,3.286226511,26.54345512,80.0
-0.049994614,3.286226511,26.61820221,80.0
-0.049991097,3.286226511,26.51288033,80.0
-0.049994614,3.286534071,26.6487751,80.0
-0.049994614,3.286226511,26.61820221,80.0
-0.049994614,3.285918713,26.58762741,80.0
-0.049991097,3.286226511,26.58762741,80.0
-0.049998134,3.286226511,26.54345512,80.0
-0.049991097,3.286226511,26.54345512,80.0
-0.049991097,3.286226511,26.51288033,80.0
-0.049998134,3.286226511,26.6487751,80.0
-0.049991097,3.286226511,26.61820221,80.0
-0.049994614,3.286226511,26.61820221,80.0
-0.049998134,3.286226511,26.6487751,80.0
-0.049994614,3.286226511,26.57402992,80.0
-0.049991097,3.285918713,26.54345512,80.0
-0.049994614,3.286226511,26.61820221,80.0
-0.049991097,3.286226511,26.51288033,80.0
-0.049994614,3.286226511,26.48230362,80.0
-0.049994614,3.286226511,26.57402992,80.0
-0.049991097,3.286534071,26.6487751,80.0
-0.049994614,3.286226511,26.61820221,80.0
-0.049987577,3.286226511,26.54345512,80.0
-0.049994614,3.286226511,26.57402992,80.0
-0.049991097,3.286226511,26.54345512,80.0
-0.049991097,3.286226511,26.51288033,80.0
-0.049991097,3.286226511,26.61820221,80.0
